slice_id,scan_npy,mask_npy
212,temp_slices/scan_212.npy,temp_slices/mask_212.npy
213,temp_slices/scan_213.npy,temp_slices/mask_213.npy
214,temp_slices/scan_214.npy,temp_slices/mask_214.npy
215,temp_slices/scan_215.npy,temp_slices/mask_215.npy
216,temp_slices/scan_216.npy,temp_slices/mask_216.npy
217,temp_slices/scan_217.npy,temp_slices/mask_217.npy
218,temp_slices/scan_218.npy,temp_slices/mask_218.npy
219,temp_slices/scan_219.npy,temp_slices/mask_219.npy
220,temp_slices/scan_220.npy,temp_slices/mask_220.npy
221,temp_slices/scan_221.npy,temp_slices/mask_221.npy
222,temp_slices/scan_222.npy,temp_slices/mask_222.npy
223,temp_slices/scan_223.npy,temp_slices/mask_223.npy
224,temp_slices/scan_224.npy,temp_slices/mask_224.npy
225,temp_slices/scan_225.npy,temp_slices/mask_225.npy
226,temp_slices/scan_226.npy,temp_slices/mask_226.npy
227,temp_slices/scan_227.npy,temp_slices/mask_227.npy
228,temp_slices/scan_228.npy,temp_slices/mask_228.npy
229,temp_slices/scan_229.npy,temp_slices/mask_229.npy
230,temp_slices/scan_230.npy,temp_slices/mask_230.npy
231,temp_slices/scan_231.npy,temp_slices/mask_231.npy
232,temp_slices/scan_232.npy,temp_slices/mask_232.npy
233,temp_slices/scan_233.npy,temp_slices/mask_233.npy
234,temp_slices/scan_234.npy,temp_slices/mask_234.npy
235,temp_slices/scan_235.npy,temp_slices/mask_235.npy
236,temp_slices/scan_236.npy,temp_slices/mask_236.npy
237,temp_slices/scan_237.npy,temp_slices/mask_237.npy
238,temp_slices/scan_238.npy,temp_slices/mask_238.npy
239,temp_slices/scan_239.npy,temp_slices/mask_239.npy
240,temp_slices/scan_240.npy,temp_slices/mask_240.npy
241,temp_slices/scan_241.npy,temp_slices/mask_241.npy
242,temp_slices/scan_242.npy,temp_slices/mask_242.npy
243,temp_slices/scan_243.npy,temp_slices/mask_243.npy
244,temp_slices/scan_244.npy,temp_slices/mask_244.npy
245,temp_slices/scan_245.npy,temp_slices/mask_245.npy
246,temp_slices/scan_246.npy,temp_slices/mask_246.npy
247,temp_slices/scan_247.npy,temp_slices/mask_247.npy
248,temp_slices/scan_248.npy,temp_slices/mask_248.npy
249,temp_slices/scan_249.npy,temp_slices/mask_249.npy
250,temp_slices/scan_250.npy,temp_slices/mask_250.npy
251,temp_slices/scan_251.npy,temp_slices/mask_251.npy
252,temp_slices/scan_252.npy,temp_slices/mask_252.npy
253,temp_slices/scan_253.npy,temp_slices/mask_253.npy
254,temp_slices/scan_254.npy,temp_slices/mask_254.npy
255,temp_slices/scan_255.npy,temp_slices/mask_255.npy
256,temp_slices/scan_256.npy,temp_slices/mask_256.npy
257,temp_slices/scan_257.npy,temp_slices/mask_257.npy
258,temp_slices/scan_258.npy,temp_slices/mask_258.npy
259,temp_slices/scan_259.npy,temp_slices/mask_259.npy
260,temp_slices/scan_260.npy,temp_slices/mask_260.npy
261,temp_slices/scan_261.npy,temp_slices/mask_261.npy
262,temp_slices/scan_262.npy,temp_slices/mask_262.npy
263,temp_slices/scan_263.npy,temp_slices/mask_263.npy
264,temp_slices/scan_264.npy,temp_slices/mask_264.npy
265,temp_slices/scan_265.npy,temp_slices/mask_265.npy
266,temp_slices/scan_266.npy,temp_slices/mask_266.npy
267,temp_slices/scan_267.npy,temp_slices/mask_267.npy
268,temp_slices/scan_268.npy,temp_slices/mask_268.npy
269,temp_slices/scan_269.npy,temp_slices/mask_269.npy
270,temp_slices/scan_270.npy,temp_slices/mask_270.npy
271,temp_slices/scan_271.npy,temp_slices/mask_271.npy
272,temp_slices/scan_272.npy,temp_slices/mask_272.npy
273,temp_slices/scan_273.npy,temp_slices/mask_273.npy
274,temp_slices/scan_274.npy,temp_slices/mask_274.npy
275,temp_slices/scan_275.npy,temp_slices/mask_275.npy
276,temp_slices/scan_276.npy,temp_slices/mask_276.npy
277,temp_slices/scan_277.npy,temp_slices/mask_277.npy
278,temp_slices/scan_278.npy,temp_slices/mask_278.npy
279,temp_slices/scan_279.npy,temp_slices/mask_279.npy
280,temp_slices/scan_280.npy,temp_slices/mask_280.npy
281,temp_slices/scan_281.npy,temp_slices/mask_281.npy
282,temp_slices/scan_282.npy,temp_slices/mask_282.npy
283,temp_slices/scan_283.npy,temp_slices/mask_283.npy
284,temp_slices/scan_284.npy,temp_slices/mask_284.npy
285,temp_slices/scan_285.npy,temp_slices/mask_285.npy
286,temp_slices/scan_286.npy,temp_slices/mask_286.npy
287,temp_slices/scan_287.npy,temp_slices/mask_287.npy
288,temp_slices/scan_288.npy,temp_slices/mask_288.npy
289,temp_slices/scan_289.npy,temp_slices/mask_289.npy
290,temp_slices/scan_290.npy,temp_slices/mask_290.npy
291,temp_slices/scan_291.npy,temp_slices/mask_291.npy
292,temp_slices/scan_292.npy,temp_slices/mask_292.npy
293,temp_slices/scan_293.npy,temp_slices/mask_293.npy
294,temp_slices/scan_294.npy,temp_slices/mask_294.npy
295,temp_slices/scan_295.npy,temp_slices/mask_295.npy
296,temp_slices/scan_296.npy,temp_slices/mask_296.npy
297,temp_slices/scan_297.npy,temp_slices/mask_297.npy
298,temp_slices/scan_298.npy,temp_slices/mask_298.npy
299,temp_slices/scan_299.npy,temp_slices/mask_299.npy
300,temp_slices/scan_300.npy,temp_slices/mask_300.npy
301,temp_slices/scan_301.npy,temp_slices/mask_301.npy
302,temp_slices/scan_302.npy,temp_slices/mask_302.npy
303,temp_slices/scan_303.npy,temp_slices/mask_303.npy
304,temp_slices/scan_304.npy,temp_slices/mask_304.npy
305,temp_slices/scan_305.npy,temp_slices/mask_305.npy
306,temp_slices/scan_306.npy,temp_slices/mask_306.npy
307,temp_slices/scan_307.npy,temp_slices/mask_307.npy
308,temp_slices/scan_308.npy,temp_slices/mask_308.npy
309,temp_slices/scan_309.npy,temp_slices/mask_309.npy
310,temp_slices/scan_310.npy,temp_slices/mask_310.npy
311,temp_slices/scan_311.npy,temp_slices/mask_311.npy
312,temp_slices/scan_312.npy,temp_slices/mask_312.npy
313,temp_slices/scan_313.npy,temp_slices/mask_313.npy
314,temp_slices/scan_314.npy,temp_slices/mask_314.npy
315,temp_slices/scan_315.npy,temp_slices/mask_315.npy
316,temp_slices/scan_316.npy,temp_slices/mask_316.npy
317,temp_slices/scan_317.npy,temp_slices/mask_317.npy
318,temp_slices/scan_318.npy,temp_slices/mask_318.npy
319,temp_slices/scan_319.npy,temp_slices/mask_319.npy
320,temp_slices/scan_320.npy,temp_slices/mask_320.npy
321,temp_slices/scan_321.npy,temp_slices/mask_321.npy
322,temp_slices/scan_322.npy,temp_slices/mask_322.npy
323,temp_slices/scan_323.npy,temp_slices/mask_323.npy
324,temp_slices/scan_324.npy,temp_slices/mask_324.npy
325,temp_slices/scan_325.npy,temp_slices/mask_325.npy
326,temp_slices/scan_326.npy,temp_slices/mask_326.npy
327,temp_slices/scan_327.npy,temp_slices/mask_327.npy
328,temp_slices/scan_328.npy,temp_slices/mask_328.npy
329,temp_slices/scan_329.npy,temp_slices/mask_329.npy
330,temp_slices/scan_330.npy,temp_slices/mask_330.npy
331,temp_slices/scan_331.npy,temp_slices/mask_331.npy
332,temp_slices/scan_332.npy,temp_slices/mask_332.npy
333,temp_slices/scan_333.npy,temp_slices/mask_333.npy
334,temp_slices/scan_334.npy,temp_slices/mask_334.npy
335,temp_slices/scan_335.npy,temp_slices/mask_335.npy
336,temp_slices/scan_336.npy,temp_slices/mask_336.npy
337,temp_slices/scan_337.npy,temp_slices/mask_337.npy
338,temp_slices/scan_338.npy,temp_slices/mask_338.npy
339,temp_slices/scan_339.npy,temp_slices/mask_339.npy
340,temp_slices/scan_340.npy,temp_slices/mask_340.npy
341,temp_slices/scan_341.npy,temp_slices/mask_341.npy
342,temp_slices/scan_342.npy,temp_slices/mask_342.npy
343,temp_slices/scan_343.npy,temp_slices/mask_343.npy
344,temp_slices/scan_344.npy,temp_slices/mask_344.npy
345,temp_slices/scan_345.npy,temp_slices/mask_345.npy
346,temp_slices/scan_346.npy,temp_slices/mask_346.npy
347,temp_slices/scan_347.npy,temp_slices/mask_347.npy
348,temp_slices/scan_348.npy,temp_slices/mask_348.npy
349,temp_slices/scan_349.npy,temp_slices/mask_349.npy
350,temp_slices/scan_350.npy,temp_slices/mask_350.npy
351,temp_slices/scan_351.npy,temp_slices/mask_351.npy
352,temp_slices/scan_352.npy,temp_slices/mask_352.npy
353,temp_slices/scan_353.npy,temp_slices/mask_353.npy
354,temp_slices/scan_354.npy,temp_slices/mask_354.npy
355,temp_slices/scan_355.npy,temp_slices/mask_355.npy
356,temp_slices/scan_356.npy,temp_slices/mask_356.npy
357,temp_slices/scan_357.npy,temp_slices/mask_357.npy
358,temp_slices/scan_358.npy,temp_slices/mask_358.npy
359,temp_slices/scan_359.npy,temp_slices/mask_359.npy
360,temp_slices/scan_360.npy,temp_slices/mask_360.npy
361,temp_slices/scan_361.npy,temp_slices/mask_361.npy
362,temp_slices/scan_362.npy,temp_slices/mask_362.npy
363,temp_slices/scan_363.npy,temp_slices/mask_363.npy
364,temp_slices/scan_364.npy,temp_slices/mask_364.npy
365,temp_slices/scan_365.npy,temp_slices/mask_365.npy
366,temp_slices/scan_366.npy,temp_slices/mask_366.npy
367,temp_slices/scan_367.npy,temp_slices/mask_367.npy
368,temp_slices/scan_368.npy,temp_slices/mask_368.npy
369,temp_slices/scan_369.npy,temp_slices/mask_369.npy
370,temp_slices/scan_370.npy,temp_slices/mask_370.npy
371,temp_slices/scan_371.npy,temp_slices/mask_371.npy
372,temp_slices/scan_372.npy,temp_slices/mask_372.npy
373,temp_slices/scan_373.npy,temp_slices/mask_373.npy
374,temp_slices/scan_374.npy,temp_slices/mask_374.npy
375,temp_slices/scan_375.npy,temp_slices/mask_375.npy
376,temp_slices/scan_376.npy,temp_slices/mask_376.npy
377,temp_slices/scan_377.npy,temp_slices/mask_377.npy
378,temp_slices/scan_378.npy,temp_slices/mask_378.npy
379,temp_slices/scan_379.npy,temp_slices/mask_379.npy
380,temp_slices/scan_380.npy,temp_slices/mask_380.npy
381,temp_slices/scan_381.npy,temp_slices/mask_381.npy
382,temp_slices/scan_382.npy,temp_slices/mask_382.npy
383,temp_slices/scan_383.npy,temp_slices/mask_383.npy
384,temp_slices/scan_384.npy,temp_slices/mask_384.npy
385,temp_slices/scan_385.npy,temp_slices/mask_385.npy
386,temp_slices/scan_386.npy,temp_slices/mask_386.npy
387,temp_slices/scan_387.npy,temp_slices/mask_387.npy
388,temp_slices/scan_388.npy,temp_slices/mask_388.npy
389,temp_slices/scan_389.npy,temp_slices/mask_389.npy
390,temp_slices/scan_390.npy,temp_slices/mask_390.npy
391,temp_slices/scan_391.npy,temp_slices/mask_391.npy
392,temp_slices/scan_392.npy,temp_slices/mask_392.npy
393,temp_slices/scan_393.npy,temp_slices/mask_393.npy
394,temp_slices/scan_394.npy,temp_slices/mask_394.npy
395,temp_slices/scan_395.npy,temp_slices/mask_395.npy
396,temp_slices/scan_396.npy,temp_slices/mask_396.npy
397,temp_slices/scan_397.npy,temp_slices/mask_397.npy
398,temp_slices/scan_398.npy,temp_slices/mask_398.npy
399,temp_slices/scan_399.npy,temp_slices/mask_399.npy
400,temp_slices/scan_400.npy,temp_slices/mask_400.npy
401,temp_slices/scan_401.npy,temp_slices/mask_401.npy
402,temp_slices/scan_402.npy,temp_slices/mask_402.npy
403,temp_slices/scan_403.npy,temp_slices/mask_403.npy
404,temp_slices/scan_404.npy,temp_slices/mask_404.npy
405,temp_slices/scan_405.npy,temp_slices/mask_405.npy
406,temp_slices/scan_406.npy,temp_slices/mask_406.npy
407,temp_slices/scan_407.npy,temp_slices/mask_407.npy
408,temp_slices/scan_408.npy,temp_slices/mask_408.npy
409,temp_slices/scan_409.npy,temp_slices/mask_409.npy
410,temp_slices/scan_410.npy,temp_slices/mask_410.npy
411,temp_slices/scan_411.npy,temp_slices/mask_411.npy
412,temp_slices/scan_412.npy,temp_slices/mask_412.npy
413,temp_slices/scan_413.npy,temp_slices/mask_413.npy
414,temp_slices/scan_414.npy,temp_slices/mask_414.npy
415,temp_slices/scan_415.npy,temp_slices/mask_415.npy
416,temp_slices/scan_416.npy,temp_slices/mask_416.npy
417,temp_slices/scan_417.npy,temp_slices/mask_417.npy
418,temp_slices/scan_418.npy,temp_slices/mask_418.npy
419,temp_slices/scan_419.npy,temp_slices/mask_419.npy
420,temp_slices/scan_420.npy,temp_slices/mask_420.npy
421,temp_slices/scan_421.npy,temp_slices/mask_421.npy
422,temp_slices/scan_422.npy,temp_slices/mask_422.npy
423,temp_slices/scan_423.npy,temp_slices/mask_423.npy
424,temp_slices/scan_424.npy,temp_slices/mask_424.npy
425,temp_slices/scan_425.npy,temp_slices/mask_425.npy
426,temp_slices/scan_426.npy,temp_slices/mask_426.npy
427,temp_slices/scan_427.npy,temp_slices/mask_427.npy
428,temp_slices/scan_428.npy,temp_slices/mask_428.npy
429,temp_slices/scan_429.npy,temp_slices/mask_429.npy
430,temp_slices/scan_430.npy,temp_slices/mask_430.npy
431,temp_slices/scan_431.npy,temp_slices/mask_431.npy
432,temp_slices/scan_432.npy,temp_slices/mask_432.npy
433,temp_slices/scan_433.npy,temp_slices/mask_433.npy
434,temp_slices/scan_434.npy,temp_slices/mask_434.npy
435,temp_slices/scan_435.npy,temp_slices/mask_435.npy
436,temp_slices/scan_436.npy,temp_slices/mask_436.npy
437,temp_slices/scan_437.npy,temp_slices/mask_437.npy
438,temp_slices/scan_438.npy,temp_slices/mask_438.npy
439,temp_slices/scan_439.npy,temp_slices/mask_439.npy
440,temp_slices/scan_440.npy,temp_slices/mask_440.npy
441,temp_slices/scan_441.npy,temp_slices/mask_441.npy
442,temp_slices/scan_442.npy,temp_slices/mask_442.npy
443,temp_slices/scan_443.npy,temp_slices/mask_443.npy
444,temp_slices/scan_444.npy,temp_slices/mask_444.npy
445,temp_slices/scan_445.npy,temp_slices/mask_445.npy
446,temp_slices/scan_446.npy,temp_slices/mask_446.npy
447,temp_slices/scan_447.npy,temp_slices/mask_447.npy
448,temp_slices/scan_448.npy,temp_slices/mask_448.npy
449,temp_slices/scan_449.npy,temp_slices/mask_449.npy
450,temp_slices/scan_450.npy,temp_slices/mask_450.npy
451,temp_slices/scan_451.npy,temp_slices/mask_451.npy
452,temp_slices/scan_452.npy,temp_slices/mask_452.npy
453,temp_slices/scan_453.npy,temp_slices/mask_453.npy
454,temp_slices/scan_454.npy,temp_slices/mask_454.npy
455,temp_slices/scan_455.npy,temp_slices/mask_455.npy
456,temp_slices/scan_456.npy,temp_slices/mask_456.npy
457,temp_slices/scan_457.npy,temp_slices/mask_457.npy
458,temp_slices/scan_458.npy,temp_slices/mask_458.npy
459,temp_slices/scan_459.npy,temp_slices/mask_459.npy
460,temp_slices/scan_460.npy,temp_slices/mask_460.npy
461,temp_slices/scan_461.npy,temp_slices/mask_461.npy
462,temp_slices/scan_462.npy,temp_slices/mask_462.npy
463,temp_slices/scan_463.npy,temp_slices/mask_463.npy
464,temp_slices/scan_464.npy,temp_slices/mask_464.npy
